text	label
Oh No, no-no Ex-girlfriend, you can't have him It's about time that you found you a new man He's moved on Don't you know? Don't you know? You gotta let him go, let him go, let him go Ex-girlfriend, you don't listen (Ex-girlfriend) Stop trying, he's not gonna give in He's not yours anymore, don't you know? You gotta let him go, let him go, let him go Hey, ex-girlfriend It's too bad, when you had him, your thing didn't work But he's all mine now, so stop pursuin' him Before you get your feelings hurt See, our love is hot and no, it won't stop 'Cause I got him on lock And although he rejects you It don't seem to affect you 'Cause you just keep tryin' to get with him So don't, don't keep, keep calling (Keep) Hanging up the phone (Hang) When I answer, I know it (Know) Tears you up inside and Why do you sit in silence (Why?) On the other end? 'Til I hang up, and you (Hang) Predictably call right back again? (Ex-girlfriend) Ex-girlfriend, you can't have him It's about time that you found you a new man He's moved on Don't you know? Don't you know? (He's moved on) You gotta let him go, let him go, let him go (Let him go) Ex-girlfriend, you don't listen (Ex-girlfriend) Stop trying, he's not gonna give in He's not yours anymore, don't you know? (You've got to) You gotta let him go, let him go, let him go (Let him go) Hey, ex-girlfriend Whatever your name is, I'm really not amused 'Cause the things you do are very offensive And sometimes straight-up rude All those late night calls and notes on his car Won't get you anywhere You can call his mom as much as you want And he won't really care So don't, don't keep, keep calling (Keep) Hanging up the phone (Calling the phone, yeah) When I answer, I know it Tears you up inside and (Inside) Why do you sit in silence (Why do you sit in silence?) On the other end? 'Til I hang up and you Predictably call right back again? (And you can keep calling him up) Ex-girlfriend, you can't have him (Oh, you) It's about time that you found you a new man (Can't have him) He's moved on Don't you know? Don't you know? You gotta let him go, let him go, let him go (That you've gotta let him go) Ex-girlfriend, you don't listen (Ex-girlfriend) Stop trying, he's not gonna give in He's not yours anymore, don't you know? (Stop trying) You gotta let him go, let him go, let him go (He's not giving in) I understand why (I understand why you want him) You want him back But you need to know Our love's too strong For you to penetrate It's too late, he's not your baby no more Ex-girlfriend, ex-girlfriend (It's time to let him go) Ex-girlfriend (Ex-girlfriend, don't listen) Ex-girlfriend See, he's not gonna give in Ex-girlfriend, you can't have him (No) It's about time that you found you a new man (No) He's moved on Don't you know? Don't you know? (He's moved on) You gotta let him go, let him go, let him go (Don't you know?) Ex-girlfriend, you don't listen (Ex-girlfriend) Stop trying, he's not gonna give in He's not yours anymore, don't you know? (Ah) You gotta let him go, let him go, let him go (Said you've gotta leave him, I know that hurts) Ex-girlfriend, you can't have him (Ex-girlfriend) It's about time that you found you a new man He's moved on (Don't you know?) Don't you know? Don't you know? You gotta let him go, let him go, let him go (You've got to let him go) Ex-girlfriend, you don't listen (Go) Stop trying, he's not gonna give in (Go) He's not yours anymore, don't you know? (Go) You gotta let him go, let him go, let him go Ex-girlfriend, you can't have him (Go) It's about time that you found you a new man (Go) He's moved on (Go) Don't you know? Don't you know? You gotta let him go, let him go, let him go (Go) Ex-girlfriend, you don't listen (Go) Stop trying, he's not gonna give in (Go) He's not yours anymore, don't you know? (Go) You gotta let him go, let him go, let him go (Go)Embed	0
There's a hero If you look inside your heart You don't have to be afraid Of what you are There’s an answer If you reach into your soul And the sorrow that you know Will melt away And then a hero comes along With the strength to carry on And you cast your fears aside And you know you can survive So when you feel like hope is gone Look inside you and be strong And you'll finally see the truth That a hero lies in you It's a long road When you face the world alone No one reaches out a hand for you to hold You can find love If you search within yourself And the emptiness you felt Will disappear And then a hero comes along With the strength to carry on And you cast your fears aside And you know you can survive So when you feel like hope is gone Look inside you and be strong And you'll finally see the truth That a hero lies in you Lord knows Dreams are hard to follow But don't let anyone Tear them away Hold on There will be tomorrow In time You'll find the way And then a hero comes along With the strength to carry on And you cast your fears aside And you know you can survive So when you feel like hope is gone Look inside you and be strong And you'll finally see the truth That a hero lies in you That a hero lies in you That a hero lies in youEmbed	0
Blazing hip-hop and R&B DJ Clue Desert Storm New Mariah (Yeah) Often imitated, never duplicated Let it on But they can't do it like this though W-C-L-U-E Wahoo Just play the record, Clue Guess who's back in the motherfucking house With two big tig ol' bitties for your mouth? Heartbreakers must parttake of the sensation So So Def and Clue, hits in the making Oh, guess who dropping the five-double-o? Like yippy yi, yippy yo, yay When I talk smack y'all better skip back Like here we go 'Cause the bitch don't play Boy, your love's so good I don't wanna let go And although I should I can't leave you alone 'Cause you're so disarming I'm caught up in the midst of you And I cannot resist at all Boy, if I do the things you want me to The way I used to do Would you love me, baby Or leaving me feeling used? Would you go and break my heart? Heartbreaker, you've got the best of me (You've got the best) But I just keep on coming back incessantly (Keep coming back) Oh, why did you have to run your game on me? (I should have known) I should have known right from the start You'd go and break my heart I need someone to give me some real love Need someone to give me some real love Need someone (Said I need somebody) to give me some real love Need someone to give me some real love Why when I met you that night, baby I didn't know it wouldn't last I give my love to you, honey Wish I could take it all back See, I have never met a guy That was better at telling lies Should've known you'd break my heart If Da Brat gave a fuck about a nigga My heart would be broke Shoulda known you were star struck When I let you stroke My guard was up in the beginning But then I gave you my heart and you broke it again I'm a fool when you smile at me, I'm convinced I get caught up in you and I just can't resist I know you lie to me It just drives me nuts That one kiss could persuade me to believe your bluffs You set it up, impress me with gifts and rings I wish love was dollars, 'cause money ain't a thing Clue-minati and MC move the party I got a . ready to blaze somebody It's that dumb as you It's that for each member of my crew In fact, I'ma heartbreak you Now you flat on your back You really don't know So I'd advise you not to trust me yo (Yo, yo) Baby (Uh-huh), I'm the real thing (One, two) So why you got me sweating you consistently, baby? (One, two) Baby (Uh-huh), I got that good thing (Uh) So why you making love to me? You crazy, baby (Uh) I like the way he used to spank me (Ooh) He used to lie me on my back, take that (Uh) He used to have me in the sack, legs back (Uh) But now, he be buggin' lately (Uh) Hey boy, why you actin' stanky? (Uh-huh) I keep it stiff like wood, baby (Baby) So if you wanna keep a good lady You need to stop with all the heartbreaking (Oh, boy) Heartbreaker, you got the best of me But I just keep on coming back incessantly (I keep on coming back) Oh, why did you have to run your game on me? (Why, did you have to run your game?) I should have known right from the start That you'd go and break my heart Heartbreaker, you've got the best of me (I need someone to give me some real love) But I just keep on coming back incessantly (I need someone to give me some real love) Oh, why did you have to run your game on me? (I need someone to give me some real love) I should have known right from the start (I need someone to give me some real love) You'd go and break my heart Heartbreaker, you've got the best of me But I just keep on coming back incessantlyEmbed	0
(I should be your girl) (Your girl, your girl) See, I used to be so shy Sit at home and fantasize (I should be your girl) But I ain't wastin' no more time 'Cause I've got to make you mine I'm gonna make you want to Get with me tonight I'm gonna put those naughty Thoughts into your mind I'm gonna show you clearly, I can rock your world You're gonna know for sure That I should be your girl (Your girl, your girl) See, I used to be afraid But now baby, I can't wait (I should be your girl) I just got to have your love And enough's enough's enough I'm gonna make you want to Get with me tonight I'm gonna put those naughty Thoughts into your mind I'm gonna show you clearly, I can rock your world You're gonna know for sure That I should be your girl Baby, I should be your girl (Your girl, your girl) (I should be your girl) (Your girl, your girl) Baby (Your girl, your girl) (I should be your girl) I'm gonna be your girl I'm gonna make you want to Get with me tonight I'm gonna put those naughty Thoughts into your mind I'm gonna show you clearly, I can rock your world You're gonna know for sure That I should be your girlEmbed	0
When you left, I lost a part of me It's still so hard to believe Come back, baby, please 'Cause we belong together Haha, remix, Desert Storm Uh-uh, yo, show your respect whenever you hear me or see me (This is the emancipation of Mimi) Hot like the real fever, the real diva So successful, yet, still so eager No matter what they say, it's on forever (It's our time right now) More than ever (To the death) We gon' get it on together And M.C, you know we belong together, come on I lost a part of me When you left, boy, can't you see? Boy, come back, baby, please 'Cause we belong together Who am I gon' lean on when times get rough? Who's gon' to talk to me till the sun comes up? Who's gon' take your place, there ain't nobody there Oh, baby, baby, we belong together You might also like I only think of you on two occasions That's day and night (Oh-oh) I'd go for broke if I could be witchu Only you can make it right, make it right, make it right We belong together like the sun in the summertime Bounce in a lemon range (Skip in a hummer lime) (P and kiss, in and out) Mariah on the other line Baby, I'ma come back (Believe it'll come a time) (We belong together like peanut butter and jelly) Februaries and skellies, after parties and tellies (Feeling you in my stomach like you a part of my belly) Baby, I'ma come back with every part of you ready Baby, I lost a part of me When you left, boy, can't you see? Boy, come back, baby, please 'Cause we belong together Who am I gon' lean on when times get rough? Who's gon' to talk to me till the sun comes up? Who's gon' take your place, there ain't nobody there Oh, baby, baby, we belong together I can't sleep at night when you are on my mind Bobby Womack's on the radio Singing to me, "If you think you're lonely now, wait until tonight" Boy, I'm feeling all out of my element, throwing things, crying Tryin' to figure out where the hell I went wrong The pain reflected in this song Ain't even half of what I'm feeling inside I need you, need you back in my life, baby (Let's go) You gonna need a shoulder to cry on Classic Mustang Cobra to ride on Past is the past, just let it be bygone's Matter of fact, I know a fly song that we could vibe on Let's get it straight If it's the six or the quarter to eight (Then I'm throwing Babyface or Shy on) Yeah and Kiss, Ghost and MC Get close and toast to the diva and MC's (Uh, the trees will blow) (Big cups of Pino Grigio) Take it easy, though (We belong together, we know that) (Now I think that it's 'bout time we show that) (Even though every moment won't be a Kodak) Naw (Sometimes we argue, I spaz out, grab my bozak) (Come back not 'cause I have to, I want to) (And naw, I don't just wanna have you, I want you, uh) I lost a part of me When you left boy, can't you see? Boy, come back, baby, please 'Cause we belong together Who am I gon' lean on when times get rough? Who's gon' to talk to me till the sun comes up? Who's gon' take your place, there ain't nobody there Oh, baby, baby, we belong together This is, the Desert Storm remix, haha (We belong together) (Oh baby, baby, we belong together) DJ Clue, Desert Storm (Oh, come back, baby, please) (We belong together) MC (Oh, come back, baby, please) Woo (Is it so hard to believe?) (We belong together) We back, baby (Ooh yes, ooh baby, we belong together) (We belong together)Embed	0
[Intro] Oh, oh, oh, oh-oh-oh Oh, oh, oh-oh-oh Oh, oh, oh-oh-oh Oh, oh (Here's your standing O) [Verse ] Boy, you remind Me of a love that seemed so sublime Your kisses told me, oh, so many lies Shades on like I am stuntin' through the night But I'm just hiding puffy eyes To keep the world from knowing what's inside [Pre-Chorus] I didn't know, oh-oh, oh-oh, oh-oh It was a show, oh-oh, oh-oh, oh-oh And your words, they had no meaning How didn't I foresee this? Happiness and congrats and all that I'll pretend I mean it [Chorus] So cheers, toast, bravo, to you 'Cause you're the man of the hour I'mma have to send you some flowers, woah Cheers, toast, bravo to you The man of the hour You played the one that loved you the most [Post-Chorus] So here's your standing O Oh, oh, oh, oh-oh-oh Oh, oh, oh-oh-oh Oh, oh, oh-oh-oh, oh, oh Boy, so here's your standing O Oh, oh, oh-oh-oh, oh-oh Oh, oh, oh-oh, oh-oh, oh (Oh) Oh, oh, oh-oh, oh-oh, oh (Oh, oh) Gave you my heart, and all you did was pound on it So here's your standing O [Verse ] Here's your standing ovation Doctor, I was too patient Even when you wasn't enough I'm the one that taught you how to love And boy, I gave you all of me The parts of affection you couldn't see As you embrace her in your arms Give her my all, give her more than you gave to me When you had nothing I gave (Gave) When you were weak, I made you brave You wanna leave me with the scars on my heart It's funny how y'all forget it all [Chorus] So cheers, toast, bravo, to you 'Cause you're the man of the hour I'mma have to send you some flowers Whoa Cheers, toast, bravo to you The man of the hour You played the one that loved you the most [Post-Chorus] So here's your standing O (Oh) Oh, oh, oh, oh-oh-oh Oh, oh, oh-oh-oh (Oh) Oh, oh, oh-oh-oh, oh, oh Boy, so here's your standing O (Here's your standing O) Oh, oh, oh-oh-oh, oh-oh (Oh) Oh, oh, oh-oh, oh-oh, oh (Oh) Oh, oh, oh-oh, oh-oh, oh Gave you my heart, and all you did was pound on it So here's your standing O [Bridge] Round of applause (Round of applause) To the biggest fool in the world (Biggest fool in the world) Give them all that you got And they still ride out into the sunset With the next girl Round of applause (Round of applause) To the biggest fool in the world (In the world) Give them all that you got And they still ride out into the sunset With the next girl [Outro] Standing ovation (Oh, oh, oh, oh-oh-oh) Congratulations (Oh, oh, oh, oh-oh-oh) Damn, I was down for it (Oh, oh, oh, oh-oh-oh) Gave you my heart, and all you did was pound on it Boy, here's your standing O Standing ovation (Oh, oh, oh-oh-oh, oh-oh) Congratulations (Oh, oh, oh-oh, oh-oh, oh) Damn I was down for it (Oh, oh, oh-oh, oh-oh, oh) Gave you my heart, and all you did was pound on it All you did was pound on it Gave you my heart And all you did was pound on it All you did was pound on itEmbed	0
S-P-I-R-I-T, it's great to see We got it, the spirit Hey, hey, let's hear it Ain't nobody stopping us What we have is dangerous Left their opinions in the dust Said can't nobody fuck with us They'll never find a way to make us fade away Our love won't fade away (No) They'll never find a way to make us fade away Our love won't fade away Warm days, cold nights, late October Separated, people saying what we have is over But the hate only made us get closer (Close) And closer Said we couldn't go the distance, yeah Look at us, we're going the distance They just wanna be us They don't wanna see us going the distance (Yeah) For laughs, for laughs, la di da Said we couldn't go the distance For life, for life, la di da Look at us, we're going the distance The distance, oh There was no good, having hands out Trying to diminish me Boy we stayed up, camping out crowds In spite of them difficulties But they can't, but they can't, but they can't Take away them precious memories (Yeah) And I won't, and I won't, and I won't Let 'em come between you and me (Woo) Warm days, cold nights, late October Separated, people saying what we have was over But the hate, only made us get closer, (Close) And closer Said we couldn't go the distance, ah Look at us, we're going the distance (They) They just wanna be us They don't wanna see us going the distance (Yeah) For laughs, for laughs la di da Said we couldn't go the distance For life, for life, la di da Look at us, we're going the distance We've been goin' all the way, ay For the longest (Ooh yeah) We too strong (Too strong)! We're too solid (Ooh yeah) They can't stop it now (Ooh) We're a problem now? (Ooh) Fuck all their comments (Fuck all their comments) They be so toxic (They be so toxic, yeah) We be kissing in public You like it, I love it You lit it, I'm with it We going the distance Said we couldn't go the distance, yeah yeah (Oh oh) Look at us we're going the distance, yeah They just wanna be us They don't wanna see us going the distance (Yeah) For laughs, for laughs, la di da They said we couldn't go the distance For life, for life, la di da (For life, for life) (Ooh yeah) Look at us, we're going the distance S-P-I-R-I-T, it's great to see We got it, the spirit Hey, hey, let's hear itEmbed	0
Oh, whoa, whoa, whoa Would you mind, would you mind? I like the way you're movin' Come fill me with your music, yeah, yeah Do you mind if I try? I like the way you're movin' Control me, make me lose it, ayy, yeah Would you mind? Would you mind, baby? How you want it? How you want it? Tell me how you want it Hot as mama's cookin' in the kitchen during summer 'Cause if you want it I could serve it, come and get it Won't you let me clean the plate and do the dishes? All that I want is to be all you need Baby, in fact Ooh, your good lovin' did something to me You make me, make me wanna Touch you right there You make me, make me wanna Kiss you over there You make me, make me wanna Uh, uh, yeah You make me, make me wanna Do that thing and do that thing, yeah You make me, make me wanna Touch you right there You make me, make me wanna Kiss you over there You make me, make me wanna Uh, uh, yeah You make me, make me wanna You make me, make me wanna Wanna stay long, love you I got your back, I wouldn't front (Wouldn't front) I came that night, you know I want it (Want it) I wake up to you in the morning (Morning) And eat that pussy up for lunch (Eat that pussy up for lunch) And I take care you like a son (I take care you like a son) Heard they would talk but not on Sunday Every day she help me count the money Bought her diamonds just to match with the Chanel purse (Chanel) We stick together, we can take over the whole world (Whole) I know you expectin' it straighter than an S-curl (Whoa) You constantly winning and shittin' on my ex-girl (Girl) You make me, make me wanna Touch you right there You make me, make me wanna Kiss you over there You make me, make me wanna Uh, uh, yeah You make me, make me wanna Do that thing and do that thing, yeah You make me, make me wanna Touch you right there You make me, make me wanna Kiss you over there You make me, make me wanna Uh, uh, yeah You make me, make me wanna You make me, make me wanna Wanna stay long, love you Stay long, love Stay long, love (Stay, stay, stay) Stay long, love Stay long, love (Stay, stay) Stay long, love (Stay) Stay long, love Talk to me now You make me, make me wanna (You make me wanna touch you) Touch you right there You make me, make me wanna (You make me wanna kiss you) Kiss you over there You make me, make me wanna (Oh-oh) Uh, uh, yeah (Oh yeah) You make me, make me wanna Do that thing and do that thing, yeah (You make me wanna) You make me, make me wanna Touch you right there (Touch you right there) You make me, make me wanna Kiss you over there You make me, make me wanna Uh, uh, yeah (Oh, you make me) You make me, make me wanna You make me, make me wanna Wanna stay long, love youEmbed	0
[Intro: 3 & ([?]), Jump Smokers] It's the JumpSmokers, yeah I was like, "Why are you so obsessed with me?" So oh, oh, oh, oh (Ay, ay, ay) So oh, oh, oh, oh (Ay, ay, ay, ay) So oh, oh, oh, oh (Will the real MC please) So oh, oh, oh, oh (Step to the mic?) So oh, oh, oh, oh (MC, MC) So oh, oh, oh, oh (You need a MC) So oh, oh, oh, oh (Place to be) So oh, oh, oh, oh (MC, the MC) [Verse ] All up in the blogs saying we met at the bar When I don't even know who you are Saying we up in your house, saying I'm up in your car But you in LA, and I'm out at Jermaine's I'm up in the A, you so, so lame And no one here even mentions your name It must be the weed, it must be the E 'Cause you be popping, heard you get it popping [Chorus] Ooh whoa oh, oh Why you so obsessed with me? Boy, I wanna know Lying that you're sexing me, when everybody knows It's clear that you're upset with me, oh oh oh Finally found a girl that you couldn't impress Last man on the earth, still couldn't get this You're delusional, you're delusional Boy, you're losing your mind It's confusing, yo, you're confused, you know Why you wasting your time? Got you all fired up with your Napoleon complex See right through you like you're bathing in Windex [Post-Chorus] Oh, oh, oh Boy, why you so obsessed with me? So oh, oh, oh, oh (Oh, oh, oh) So oh, oh, oh, oh (And all my ladies say) So oh, oh, oh, oh So oh, oh, oh, oh (And all my girls say) O-o-o-o-o-o-o-o-o-o (Obsessed) O-o-o-o-o-o-o-o-o-o (Obsessed) O-o-o-o-o-o-o-o-o-o (Obsessed) O-o-o-o-o-o-o-o-o-o (Obsessed) [Verse ] You on your job, you hating hard Ain't gon' feed you, I'ma let you starve Grasping for air, I'm ventilation You out of breath, hope you ain't waiting Telling the world how much you miss me But we never were, so why you tripping? You a mom and pop, I'm a corporation I'm the press conference, you a conversation [Chorus] Ooh whoa oh, whoa whoa (Hey, he's all up in my George Foreman) Why you so obsessed with me? Boy, I wanna know Lying that you're sexing me, when everybody knows (Lying that you're sexing Mimi) It's clear that you're upset with me, oh oh oh (Eh) Finally found a girl that you couldn't impress Last man on the earth, still couldn't get this (No) You're delusional, you're delusional Boy, you're losing your mind It's confusing, yo, you're confused, you know Why you wasting your time? Got you all fired up with your Napoleon complex See right through you like you're bathing in Windex [Post-Chorus] Oh, oh, oh Boy, why you so obsessed with me? So oh, oh, oh, oh (Oh, oh, oh) So oh, oh, oh, oh (And all my ladies say) So oh, oh, oh, oh So oh, oh, oh, oh (And all my girls say) O-o-o-o-o-o-o-o-o-o (Obsessed) O-o-o-o-o-o-o-o-o-o (Obsessed) O-o-o-o-o-o-o-o-o-o (Obsessed) O-o-o-o-o-o-o-o-o-o (Obsessed) O-o-o-o-o-o-o-o-o-o (Obsessed) Why you so obsessed with me? O-o-o-o-o-o-o-o-o-o (Obsessed) O-o-o-o-o-o-o-o-o-o (Obsessed) O-o-o-o-o-o-o-o-o-o (Obsessed) O-o-o-o-o-o-o-o-o-o (Obsessed) O-o-o-o-o-o-o-o-o-o (Obsessed) O-o-o-o-o-o-o-o-o-o (Obsessed) O-o-o-o-o-o-o-o-o-o (Obsessed) You're delusional O-o-o-o-o-o-o-o-o-o (Obsessed) O-o-o-o-o-o-o-o-o-o (Obsessed) O-o-o-o-o-o-o-o-o-o (Obsessed) O-o-o-o-o-o-o-o-o-o (Obsessed) O-o-o-o-o-o-o-o-o-o (Obsessed) O-o-o-o-o-o-o-o-o-o (Obsessed) You're delusionalEmbed	0
MC MC MC MC Baby, when you look my way You keep on blowing my mind You keep on making me high Keep giving me butterflies And every little thing you do Just lifts me off of the ground Heart leaps when you come around See, I'm just breaking it down You got everything I need Just want you to want me You just can't imagine Boy, I'm on a tangent 'Cause I'm sprung over you And ain't nothing I can do Turning me upside down Boy, you got me twisted out Thoughts of you fill my head Toss and turn in my bed 'Cause I'm sprung over you And I don't know, don't know what to do Always tryin' to make believe It's just a casual thing You're so unnerving to me Feels like I'm living a dream Baby, please don't wake me up Im lost in the reverie Drifting ethereally I'm right where I wanna be You got everything I need Just want you to want me You just can't imagine Boy, I'm on a tangent 'Cause I'm sprung over you And ain't nothing I can do Turning me upside down Boy, you got me twisted out Thoughts of you fill my head Toss and turn in my bed 'Cause I'm sprung over you And I don't know, don't know what to do I don't care 'bout nothing but you, baby I don't care 'bout nothing but you, baby 'Cause I'm sprung over you And ain't nothing I can do (Boy, turning me upside down) Turning me upside down Boy, you got me twisted out (Got me twisted out) Thoughts of you fill my head Toss and turn in my bed 'Cause I'm sprung over you (Yeah baby baby baby baby baby) And I don't know, don't know what to do 'Cause I'm sprung over you And ain't nothing I can do Turning me upside down Boy, you got me twisted out Thoughts of you fill my head Toss and turn in my bed 'Cause I'm sprung over you And I don't know, don't know what to doEmbed	0
